endpoint-a;endpoint-b;connection_text;strokeWidth;strokeColor;dashed;fontStyle;fontSize
SWAC-MG15-01;RTED-MG01-02;Metro to Edge;;;;;
SWAC-ES92-01;SWAC-ES81-01;Metro Ring;;;;;
SWAC-ES81-01;SWAC-ES63-01;Metro Ring;;;;;
SWAC-ES63-01;SWAC-ES57-01;Metro Ring;;;;;
SWAC-ES57-01;SWAC-ES83-01;Metro Ring;;;;;
SWAC-ES83-01;SWAC-ES19-01;Metro Ring;;;;;
SWAC-ES19-01;SWAC-ES94-01;Metro Ring;;;;;
SWAC-ES94-01;SWAC-ES61-01;Metro Ring;;;;;
SWAC-ES61-01;SWAC-ES51-01;Metro Ring;;;;;
SWAC-ES51-01;SWAC-ES92-01;Metro Ring;;;;;
SWAC-ES92-01;RTED-ES07-01;Metro to Edge;;;;;
SWAC-ES51-01;RTED-ES07-02;Metro to Edge;;;;;
SWAC-MG48-01;SWAC-MG91-01;Metro Ring;;;;;
SWAC-MG91-01;SWAC-MG86-01;Metro Ring;;;;;
SWAC-MG86-01;SWAC-MG39-01;Metro Ring;;;;;
SWAC-MG39-01;SWAC-MG66-01;Metro Ring;;;;;
SWAC-MG66-01;SWAC-MG67-01;Metro Ring;;;;;
SWAC-MG67-01;SWAC-MG29-01;Metro Ring;;;;;
SWAC-MG29-01;SWAC-MG28-01;Metro Ring;;;;;
SWAC-MG28-01;SWAC-MG48-01;Metro Ring;;;;;
SWAC-MG48-01;RTED-DF02-01;Metro to Edge;;;;;
SWAC-MG28-01;RTED-DF02-02;Metro to Edge;;;;;
SWAC-SP55-01;SWAC-SP31-01;Metro Ring;;;;;
SWAC-SP31-01;SWAC-SP36-01;Metro Ring;;;;;
SWAC-SP36-01;SWAC-SP93-01;Metro Ring;;;;;
SWAC-SP93-01;SWAC-SP55-01;Metro Ring;;;;;
SWAC-SP55-01;RTED-SP05-01;Metro to Edge;;;;;
SWAC-SP93-01;RTED-SP05-02;Metro to Edge;;;;;
SWAC-SC01-01;SWAC-SC12-01;Metro Ring;;;;;
SWAC-SC12-01;SWAC-SC27-01;Metro Ring;;;;;
SWAC-SC27-01;SWAC-SC16-01;Metro Ring;;;;;
SWAC-SC16-01;SWAC-SC07-01;Metro Ring;;;;;
SWAC-SC07-01;SWAC-SC01-01;Metro Ring;;;;;
SWAC-SC01-01;RTED-SC02-01;Metro to Edge;;;;;
SWAC-SC07-01;RTED-SC02-02;Metro to Edge;;;;;
SWAC-PR04-01;SWAC-PR02-01;Metro Ring;;;;;
SWAC-PR02-01;SWAC-PR04-01;Metro Ring;;;;;
SWAC-PR04-01;RTED-SC02-01;Metro to Edge;;;;;
SWAC-PR02-01;RTED-SC02-02;Metro to Edge;;;;;
SWAC-SC23-01;SWAC-SC21-01;Metro Ring;;;;;
SWAC-SC21-01;SWAC-SC09-01;Metro Ring;;;;;
SWAC-SC09-01;SWAC-SC03-01;Metro Ring;;;;;
SWAC-SC03-01;SWAC-SC23-01;Metro Ring;;;;;
SWAC-SC23-01;RTED-SC02-01;Metro to Edge;;;;;
SWAC-SC03-01;RTED-SC02-02;Metro to Edge;;;;;
SWAC-SC05-01;RTED-SC02-01;Metro to Edge;;;;;
SWAC-SC05-01;RTED-SC02-02;Metro to Edge;;;;;
SWAC-RS18-01;SWAC-RS19-01;Metro Ring;;;;;
SWAC-RS19-01;SWAC-RS06-01;Metro Ring;;;;;
SWAC-RS06-01;SWAC-RS18-01;Metro Ring;;;;;
SWAC-RS18-01;RTED-RS01-01;Metro to Edge;;;;;
SWAC-RS06-01;RTED-RS01-02;Metro to Edge;;;;;
SWAC-RS24-01;SWAC-RS08-01;Metro Ring;;;;;
SWAC-RS08-01;SWAC-RS24-01;Metro Ring;;;;;
SWAC-RS24-01;RTED-RS01-01;Metro to Edge;;;;;
SWAC-RS08-01;RTED-RS01-02;Metro to Edge;;;;;
SWAC-PR22-01;SWAC-PR13-01;Metro Ring;;;;;
SWAC-PR13-01;SWAC-PR20-01;Metro Ring;;;;;
SWAC-PR20-01;SWAC-PR10-01;Metro Ring;;;;;
SWAC-PR10-01;SWAC-PR22-01;Metro Ring;;;;;
SWAC-PR22-01;RTED-SC02-01;Metro to Edge;;;;;
SWAC-PR10-01;RTED-SC02-02;Metro to Edge;;;;;
SWAC-PR11-01;SWAC-PR17-01;Metro Ring;;;;;
SWAC-PR17-01;SWAC-PR11-01;Metro Ring;;;;;
SWAC-PR11-01;RTED-SC02-01;Metro to Edge;;;;;
SWAC-PR17-01;RTED-SC02-02;Metro to Edge;;;;;
SWAC-RS26-01;SWAC-RS15-01;Metro Ring;;;;;
SWAC-RS15-01;SWAC-RS14-01;Metro Ring;;;;;
SWAC-RS14-01;SWAC-RS28-01;Metro Ring;;;;;
SWAC-RS28-01;SWAC-RS25-01;Metro Ring;;;;;
SWAC-RS25-01;SWAC-RS26-01;Metro Ring;;;;;
SWAC-RS26-01;RTED-RS01-01;Metro to Edge;;;;;
SWAC-RS25-01;RTED-RS01-02;Metro to Edge;;;;;
